KEY,English,Russian,,
dialogue_sKeGu,"Ship status: @w1 . .  @w1 Destroyed due to malfunction in the engine systems. @w1 \nCurrent situation: @w1 . .  @w1 Crashed on an unknown planet. @w1 \nPilot status: @w1 . .  @w1 Successfully abandoned ship in an escape pod. @w1 \nPilot health: @w1 . .  @w1 Low, but stable.@w1\nIntegrated Data Assistant (IDA):  @w1 . .  @w1 Rebooted. @p9Welcome back, Commander! @w2 Glad to see you alive!@w4 \n\nWe've had incredible luck!@w1 Being dragged into the TITAN's warp vortex and coming out alive in one piece!@w1 \nI am currently trying to re-establish communication with the Operation Phoenix fleet. @w3\n\nThis will take a few minutes.@p9 In the meantime:@w1 I've been storing our sensor and event logs since our escape from Apollon station in the <color=#ffffff>Empyriopedia Journey Book</color> (<color=#00ff11>F1</color>). @w2\n\nOpen the entry 'Starting The Journey' to read the log.@w2 \n\nAlso: make sure to pick any item, including the <color=#ffffff>detector</color>, from your <color=#ffffff>escape pod </color> (<color=#00ff11>F</color>) before going anywhere!","Состояние корабля: @w1 . . @w1 Уничтожен из-за сбоя в системах двигателя. @w1 \nТекущая ситуация: @w1 . . @w1 Разбился на неизвестной планете. @w1 \nСостояние пилота: @w1 . . @w1 Успешно покинул корабль в спасательной капсуле. @w1 \nЗдоровье пилота: @w1 . . @w1 Низкое, но стабильное.@w1\nИнтегрированный помощник данных (IDA): @w1 . . @w1 Перезагружен. @p9Добро пожаловать обратно, командир! @w2 Рады видеть вас в живых!@w4 \n\nНам невероятно повезло!@w1 Быть затянутыми в вортекс варпа ТИТАНА и выжить в одном куске!@w1 \nВ настоящее время я пытаюсь восстановить связь с флотом Операции Феникс. @w3\n\nЭто займет несколько минут.@p9 Тем временем:@w1 Я хранил наши сенсорные и событийные журналы с момента нашего побега с станции Аполлон в <color=#ffffff>Книге путешествий Эмпириопедии</color> (<color=#00ff11>F1</color>). @w2\n\nОткройте запись 'Начало путешествия', чтобы прочитать журнал.@w2 \n\nТакже: не забудьте взять любой предмет, включая <color=#ffffff>детектор</color>, из вашей <color=#ffffff>спасательной капсулы</color> (<color=#00ff11>F</color>) перед тем, как куда-либо идти!",,
dialogue_0KioS,"Thanks for the reminder, IDA!","Спасибо за напоминание, ВИКА!",,
dialogue_e0uS4,Integrated Data Assistant (IDA),Встроенный Исскуственный Компьютерный Ассистент (ВИКА),,
dialogue_GGKSW,"Commander, just for your reference: I've been storing our sensor and event logs since Apollon station in the database. \n\n@w2 Do you want to review them now?","Командир, просто для справки: я храню данные с датчиков и журналы событий со станции Аполлон в своей базе данных. \n\n@w2 Вы хотите просмотреть их сейчас?",,
dialogue_G80Sm,Play,Играть,,
dialogue_iiSSK,Not now,Не сейчас,,
dialogue_Wimmu,Integrated Data Assistant (IDA),Встроенный Исскуственный Компьютерный Ассистент (ВИКА),,
dialogue_OSqYe,Affirmative. I'll continue saving data until you're ready.,"Подтверждаю. Я буду продолжать сохранять данные, пока вы не будете готовы.",,
dialogue_8S4ia,Ok IDA,Хорошо ВИКА.,,
dialogue_qui48,"I'll analyze it for later review, Commander.","Я проанализирую это для последующего обзора, командир.",,
dialogue_KeiGK,Thanks IDA.,Спасибо ВИКА.,,
dialogue_8uuC8,Data Analysation and Visualisation Entity (D.A.V.E.),Объект Визуализации Общих Данных (О.В.О.Д.),,
dialogue_YWWi0,"T minus 22 h 30 min @w2 \nJupiter Outpost 31 (Apollon Station) @w2 \nScience Lab \nDr. Greyson, @w2 Dr. Dawson @p9 [D] Doctor Greyson! @w2 Doctor Greyson! @w2 We just got confirmation! @p9 [D] The Waverider protocol has been activated! @w4 \n[G] Great! @w2 The wait is over! @w2 Now let's prepare DAVE and the equipment for the final stage of the project. @w5 Did you save the latest data from the listening posts? @w4 \n[D] Of course, ma'am. @w4 DAVE is already processing the parameters and adjustments. @p9 \n[G] Good. @w2 This will be a giant leap for mankind. @w2 DAVE? @w4 \n[DAVE] I am already starting the routines, doctor. @w4 \n[G] Time left? @w3 \n[DAVE] The event will take place in 22h and 25 minutes at about 16:00 local time. @w5 < Internal Countdown synced >","Время минус 22 ч 30 мин @w2 \nАванпост Юпитер 31 (Станция Аполлон) @w2 \nНаучная лаборатория \nДр. Грейсон, @w2 Др. Доусон @p9 [D] Доктор Грейсон! @w2 Доктор Грейсон! @w2 Мы только что получили подтверждение! @p9 [D] Протокол Waverider был активирован! @w4 \n[G] Отлично! @w2 Ожидание закончилось! @w2 Теперь давайте подготовим ОВОД и оборудование для финальной стадии проекта. @w5 Вы сохранили последние данные из сообщений прослушивания? @w4 \n[D] Да, мамочка. @w4 ОВОД уже обрабатывает параметры и настройки. @p9 \n[G] Хорошо. @w2 Это будет гигантский скачок для человечества. @w2 ОВОД? @w4 \n[ОВОД] Я уже начиная с процедуры, доктор. @w4 \n[G] Оставшееся время? @w3 \n[ОВОД] Мероприятие состоится в 22 часа 25 минут в 16:00 по местному времени. @w5 < <Внутренний отсчет синхронизирован> >",,
dialogue_amSmC,Interesting... this must be something DAVE added to my log.,"Интересно ... это должно быть что-то, что ОВОД добавил в мой журнал.",,
dialogue_aCg1a,Close,Закрыть,,
dialogue_KuG6K," T minus 7h 25min @w2 \nJupiter Outpost 31 (Apollon Station) \nCrew Quarters \nCommander {PlayerName}, PRIVATE LOG @p9 @p9 [{PlayerName}] Ouch... my head! @w3 Damn, I'm late! @w3 Didn't I set this f .. alarm for earlier? @w4 .. ah .. damn .. snooze timer .. @p9 @p9 [{PlayerName}] .. ah @w2 .. who put that .. here @w2 .. and @w2 what the .. Alex .. ? @p9 < INCOMING MESSAGE > \n\n@w2 < SENDER Alex Lamarr > @p9 [servo] You've got a new message. @w2 Shall I play it? @p9 [{PlayerName}] @w2 ..f course..! @p9 [L] Hey honey! @w2 Awake yet? :D @w2 I tried to not wake you up, but they've already sent me over to the TITAN for the final checks. @w4 Big day today, right? @w2 We'll do the anniversary party over here. @w4 Comm Chief de Vries will come over from the GRAND and attend as well! @p9 Captain Benner told me you'll have to do something for the Lab-A guys and your shuttle is scheduled for 16:00. @p9 So while you're there, remind Greyson and Dawson they will have to bring the single malt. @w2 We won that last round, yesterday! :D @p9 Don't be late and don't forget the cake! \n\n@w3 CU later @w2 - love. A. @p9 [{PlayerName}] @w2 ..eh? @w2 ..hf to fo somethfhing fo fthe lab..? @p9 < INCOMING MESSAGE > @w2 \n\n< SENDER Dr. Katelyn Greyson > @p9 [servo] You have a new assignment. @w2 Opening file. @p9 [G] Commander {PlayerName}, hope you did not forget Captain Benner kindly allowed me to requisition you for a final assignment, before you leave for the TITAN. @w8 Please check with the quartermaster for your upgraded suit and equipment. @w6 Then please come down to Lab A. @w4 Oh, and Happy Anniversary to you and Alex! @w3 - Greyson @p9 [{PlayerName}] Servo! @w2 Can you please check the message folder? @w4 I am quite sure there were no new assignments when I was checking the inbox before we went to bed! @p9 [servo] I am afraid I can not give an answer. @w5 No logs are available for the specified time. @p9 [{PlayerName}] Hmm... @w2 interesting. @w2 Seems that everyone is getting crazy, the closer we get to the departure date. @w5 Even the station AIs. @p9 [{PlayerName}] Servo, please lock down the cabin after I've left and make sure my stuff is loaded onto the transport shuttle. @p9 [servo] Of course, Commander. @w2 Goodbye and good luck riding the wave! @p9 [{PlayerName}] What ... ??","T минус 7ч 25мин @w2 \nАванпост Юпитера 31 (Станция Аполлон) \nЖилые кварталы \nКомандир {PlayerName}, ЛИЧНЫЙ ЖУРНАЛ @p9 @p9 [{PlayerName}] Ай... моя голова! @w3 Черт, я опоздал! @w3 Разве я не поставил этот будильник на раньше? @w4 .. ах .. черт .. функция отложенного будильника .. @p9 @p9 [{PlayerName}] .. ах @w2 .. кто это поставил .. здесь @w2 .. и @w2 что это .. Алекс .. ? @p9 < ВХОДЯЩЕЕ СООБЩЕНИЕ > \n\n@w2 < ОТПРАВИТЕЛЬ Алекс Ламарр > @p9 [серво] У вас новое сообщение. @w2 Проиграть его? @p9 [{PlayerName}] @w2 ..конечно..! @p9 [L] Привет, дорогой! @w2 Ты уже проснулся? :D @w2 Я старалась тебя не будить, но меня уже отправили на ТИТАН для финальных проверок. @w4 Большой день сегодня, правда? @w2 Мы устроим вечеринку по случаю годовщины здесь. @w4 Главный связи де Вриес придет с GRAND и тоже примет участие! @p9 Капитан Беннер сказал мне, что тебе придется что-то делать для ребят из Лаборатории A, и твой шаттл запланирован на 16:00. @p9 Так что, пока ты там, напомни Грейсону и Доусону, что они должны принести односолодовый. @w2 Мы выиграли последний раунд вчера! :D @p9 Не опаздывай и не забудь про торт! \n\n@w3 Увидимся позже @w2 - с любовью. А. @p9 [{PlayerName}] @w2 ..э? @w2 ..ндо чем-то заняться в лаборатории..? @p9 < ВХОДЯЩЕЕ СООБЩЕНИЕ > @w2 \n\n< ОТПРАВИТЕЛЬ Доктор Кейтлин Грейсон > @p9 [серво] У вас новое задание. @w2 Открываю файл. @p9 [G] Командир {PlayerName}, надеюсь, ты не забыл, что капитан Беннер любезно разрешил мне призвать тебя для последнего задания, перед тем как ты отправишься на ТИТАН. @w8 Пожалуйста, проверь у интенданта свой улучшенный костюм и оборудование. @w6 Затем, пожалуйста, приходи в Лабораторию A. @w4 Ах да, с днем годовщины тебя и Алекс! @w3 - Грейсон @p9 [{PlayerName}] Серво! @w2 Можешь, пожалуйста, проверить папку сообщений? @w4 Я почти уверен, что новых заданий не было, когда я проверял входящие до того, как мы легли спать! @p9 [серво] Боюсь, я не могу дать ответ. @w5 Записи за указанное время отсутствуют. @p9 [{PlayerName}] Хм... @w2 интересно. @w2 Кажется, все сходят с ума по мере приближения даты отбытия. @w5 Даже станционные ИИ. @p9 [{PlayerName}] Серво, пожалуйста, заблокируй каюту после моего ухода и убедись, что мои вещи загружены на транспортный шаттл. @p9 [серво] Конечно, командир. @w2 До свидания и удачи на волне! @p9 [{PlayerName}] Что ... ??",,
dialogue_diOq4,Logging private stuff!? Hmpf ...,Записывать личные вещи !? Хм ..,,
dialogue_sbKOp,Close,Закрыть,,
dialogue_KuRY0," T minus 7h 15min @w2 \nJupiter Outpost 31 (Apollon Station) @w2 \nLab A @w2 \nCommander {PlayerName}, Dr. Greyson, Dr. Dawson @p9 < Lab Access requested. Code BRAVO > @p9 [G] There you are! What took you so long? @p9 [{PlayerName}] Hey Doc! @w2 Seems like the internal com has some issues .. @w2 again. @w2 I just got your assignment note only a few minutes ago. @w2 Someone will have to look into this mess tomorrow whe... @p9 [G] Sure, sure. @w2 Now - let's get started on something important. @w2 Timing is key. @p9 [G] The tech team has installed the new transceiver that will allow us to track a cosmological event, which happens only every dozen years. @w8 We want to pick up that signal and investigate the results, so the fleet can make use of the data. @w6 Let me quickly check the status. @w3 DAVE? @p9 [DAVE] Processing requests, doctor. @p9 < Code Access. BLACK > @p9 < Door opening > @p9 [D] Doc! @w1 The wave array is read .. @w3 oh, hi {PlayerName}! @w2 Coming over to help us? @p9 [{PlayerName}] Seems so. @w2 Something you guys broke .. @w2 let me guess .. @w2 maybe .. @w2 cake in the sequencer again? @p9 < two persons laughing > @p9 [D] Ok. @w1 Meet you later over at the TITAN! @p9 < Door opening > @p9 < Lab Access module request. Code BLACK > @p9 [DAVE] Dr. Greyson? @w2 The data has been sent to your terminal. @p9 [G] Thanks DAVE. @p9 [G] Turns out, your access permission is required to complete the installation, {PlayerName}. @w4 And, while you're at it, lend these guys a hand since you know best how to work on that system. @w5 Chief Kuehn is down in the engine section. @p9 [{PlayerName}] Ok Doc, no worries. @w2 We'll get this transceiver online in no time.","Время минус 7 ч 15 мин @w2 \nАванпост Юпитер 31 (Станция Аполлон) @w2 \nЛаб-A @w2 \nКомандир {PlayerName}, др. Грейсон, др. Доусон @p9 < Доступ в лабораторию запрошен. Код BRAVO > @p9 [G] Вот ты где! Что вы так долго? @p9 [{PlayerName}] Привет, Док! @w2 Похоже, у внутреннего комма есть некоторые проблемы .. @w2 опять. @w2 Я получила сообщение о назначении только несколько минут назад. @w2 Кто-то должен будет взглянуть на этот беспорядок завтра, когда... @p9 [G] Конечно, конечно. @w2 Теперь давайте начнем с чего-то действительно важного. @w2 Время дорого. @p9 [G] Техническая команда установила новый трансивер, который позволит нам отслеживать космологическое событие, которое происходит только каждые десять лет. @w8 Мы хотим получить этот сигнал и исследовать данные, чтобы флот мог, вероятно, использовать полученные результаты. @w6 Позвольте мне быстро проверить статус. @w3 ОВОД? @p9 [ОВОД] Обработка запросов, доктор. @p9 < Код доступа. BLACK > @p9 < Открытие двери > @p9 [D] Док! @w1 Волновой массив читается .. @w3 о, привет {PlayerName}! @w2 Собираетесь помочь нам? @p9 [{PlayerName}] Кажется так. @w2 Что-то вы, ребята, сломали .. @w2 дайте угадаю .. @w2 может быть.. @w2 торт в секвенсоре снова? @p9 < смеются два человека > @p9 [D] Ок. @w1 Встретимся позже на ТИТАНЕ! @p9 < Открытие двери > @p9 < Запрос модуля доступа Лаборатории .. Код BLACK > @p9 [ОВОД] Др. Грейсон? @w2 Данные были отправлены на ваш терминал. @p9 [G] Спасибо ОВОД. @p9 [G] Оказывается, ваше разрешение на доступ требуется, чтобы завершить установку, {PlayerName}. @w4 И, пока вы занимаетесь этим, помогите этим парням, поскольку вы лучше знаете, как работать в этой системе. @w5 Шеф Куэн внизу, в моторном отсеке. @p9 [{PlayerName}] Хорошо Док, не беспокойтесь. @w2 Мы подключим этот трансивер к сети в кратчайшие сроки.",,
dialogue_ufCq8,That's where all this started.,Вот где все это началось.,,
dialogue_0q4uW,Close,Закрыть,,
dialogue_Uuiae," T minus 3h 10min @w2 \nJupiter Outpost 31 (Apollon Station) \n@w2 Engine Section @w2 \nCommander {PlayerName}, Tech Chief Kuehn @p9 < loud voices > @p9 < metallic noises > @p9 [K] {PlayerName}, I told you several times that will not work that way! @p9 [{PlayerName}] Hey, at least we had to try it! @w5 It seems this whole installation is flawed. @w4 This is like trying to put a B-connector into an A-plug. @w4 DAVE, whose idea was this, anyway? @p9[K] Greyson said we have to install this ... @w2 and time is running out, she said. @w2 Whatever this means. @w2 Probably because our shift is over in an hour! @p9 < several persons laughing > @p9 [{PlayerName}] Ok, new idea - @w3 you will stay here on the console and I will go down to the control core and reboot the whole thing. @w5 If that doesn't work... @p9 [K] It had better! @w2 Ok, I will tell Dawson to check the power level.","Время минус 3 ч 10 мин @w2 \nАванпост Юпитер 31 (Станция Аполлон) \n@w2 Двигательный отсек @w2 \nКомандир {PlayerName}, Технический директор Куен @p9 < громкие голоса > @p9 < металлические шумы > @p9 [K] {PlayerName}, я говорил вам несколько раз, что так не получится! @p9 [{PlayerName}] Эй, по крайней мере, мы должны были попробовать! @w5 Кажется, что вся эта установка имеет одни недостатки. @w4 Это все равно что пытаться вставить B-разъем в A-штекер. @w4 ОВОД, чья это вообще была идея? @p9[K] Грейсон сказал, что мы должны установить это .. @w2 и время уходит, сказала она. @w2 Что бы это ни значило. @w2 Возможно, потому что наша смена закончится через час! @p9 < несколько человек смеются > @p9 [{PlayerName}] Хорошо, новая идея - @w3 вы останетесь здесь на консоли, а я спущусь к ядру управления и перезагружу все это. @w5 Если это не сработает.. @p9 [K] Отличная идея!@w2 Хорошо, я скажу Доусону проверить уровень мощности.",,
dialogue_W8IGG,I clearly remember what followed.,"Я отчетливо помню, что за этим последовало.",,
dialogue_OiquC,Close,Закрыть,,
dialogue_4m4qS," T minus 2h 55min @w2 \nJupiter Outpost 31 (Apollon Station) @w2 \nCore Compartment @w2 \nCommander {PlayerName} @p9 [{PlayerName}] Chief, I'll restart the control core now. @w2 DAVE, please grant me access to the console. @p9 .. @w2 Access console opened \n.. @w2 Access granted Code Beta \n.. @w2 Restart process initiated \n.. @w2 Restart process aborted \n.. @w2 Override priority @p9 [{PlayerName}] Hey! @w2 What the..? @p9 .. @w2 Restart process initiated \n@w2 .. @w2 Restart process aborted \n.. @w2 Override priority @p9 [{PlayerName}] Chief! @w2 Some idiot is blocking my access. ! @w2 I will .. @w2 DAVE, please can you.. ? @p9 [{PlayerName}] Nevermind! @w2 Something's happening now! @p9 .. @w2 Remote access detected @w2 .. @w2 Access granted! < Code BLACK > \n.. @w2 Restart initiated\n.. @w2 Power supply damaged\n.. @w2 ..OVERLOAD WARNING.. \n.. @w2 ..SYSTEMS OVERLOADING.. @p9 [{PlayerName}] CHIEF! @w2 get away from the console! @w2 Something is overloading the... ! @p9 < loud metallic noise > @p9 < power supply converter EF1a-2b destroyed > \n@w2 < locale energy fluctuations observed > \n@w2 < energy signature unknown >","Время минус 2 ч 55 мин @w2 \nАванпост Юпитер 31 (Станция Аполлон) @w2 \nОтсек Ядра @w2 \nКомандир {PlayerName} @p9 [{PlayerName}] Шеф, сейчас я перезапущу ​​управление ядра. @w2 ОВОД, пожалуйста, предоставь мне доступ к консоли. @p9 .. @w2 Открыт доступ к консоли \n.. @w2 Доступ разрешен Код Beta \n.. @w2 Процесс перезапуска инициирован \n.. @w2 Процесс перезапуска прерван \n.. @w2 Переопределите приоритеты @p9 [{PlayerName}] Эй! @w2 Что за..? @p9 .. @w2 Процесс перезапуска инициирован \n@w2 .. @w2 Процесс перезапуска прерван \n.. @w2 Переопределите приоритеты @p9 [{PlayerName}] Шеф! @w2 Какой-то идиот блокирует мне доступ! @w2 Я хочу .. @w2 ОВОД, пожалуйста, ты можешь.. ? @p9 [{PlayerName}] Неважно! @w2 Что-то сейчас происходит! @p9 .. @w2 Обнаружен удаленный доступ @w2 .. @w2 Доступ разрешен! < Код BLACK> \n.. @w2 Перезапуск инициирован\n.. @w2 Источник питания поврежден\n.. @w2 ..ВНИМАНИЕ ПЕРЕГРУЗКА.. \n.. @w2 ..СИСТЕМЫ ПЕРЕГРУЖЕНЫ.. @p9 [{PlayerName}] ШЕФ! @w2 отойдите от консоли! @w2 Что-то перегружает... ! @p9 < громкий металлический шум > @p9 < преобразователь источника питания EF1a-2b разрушен > \n@w2 < наблюдаются локальные флуктуации энергии > \n@w2 < энергетическая подпись неизвестна >",,
dialogue_eS2IO,If it was only energy signatures...,Если бы это были только энергетические подписи..,,
dialogue_ueEKe,Close,Закрыть,,
dialogue_OuW0G," T minus 2h 12min @w2 \nJupiter Outpost 31 (Apollon Station) @w2 \nCore Compartment @w2 \nCommander {PlayerName} @p9 [{PlayerName}] Ouch. @w2 That would have hurt with the old suit. @p9 < access materials container > @p9 [{PlayerName}] What a mess. @w2 I need to put a new module in quick, and restart. @p9 .. @w2 Socket access \n.. @w2 New CPU module installed \n.. @w2 Station core restarted \n< energy spikes located! > \n@w2 < Station alarm! Condition Red > @p9 [{PlayerName}] Chief? @w2 Seems my suit was hit. @w2 Comm systems damaged. @w2 I also lost access to DAVE. @p9 < biological noise > @p9 [{PlayerName}] Chief? @w2 I cannot hear you clearly! @p9 < small creatures detected > \n@w2 . . . . \n@w2 < pest control activated > @p9 [{PlayerName}] I'll come up. @p9 < Engine room door unlocked > @p9 [{PlayerName}] Chief? @w3 Where is everyone? @w2 Can anyone hear me?","T минус 2 часа 12 минут @w2 \nАванпост Юпитер 31 (Станция Аполлон) @w2 \nОтсек ядра @w2 \nКомандир {PlayerName} @p9 [{PlayerName}] Ой. @w2 Это было бы больно со старым костюмом. @p9 < доступ к контейнеру с материалами > @p9 [{PlayerName}] Какой беспорядок. @w2 Мне нужно быстро установить новый модуль и перезагрузить. @p9 .. @w2 Доступ к гнезду \n.. @w2 Установлен новый модуль ЦПУ \n.. @w2 Перезагрузка ядра станции \n< обнаружены всплески энергии! > \n@w2 < Сигнал тревоги станции! Красное состояние > @p9 [{PlayerName}] Главный? @w2 Похоже, мой костюм был поврежден. @w2 Системы связи повреждены. @w2 Я также потерял доступ к DAVE. @p9 < биологический шум > @p9 [{PlayerName}] Главный? @w2 Я плохо тебя слышу! @p9 < обнаружены мелкие существа > \n@w2 . . . . \n@w2 < активирована борьба с вредителями > @p9 [{PlayerName}] Я поднимусь наверх. @p9 < дверь машинного отделения открыта > @p9 [{PlayerName}] Главный? @w3 Где все? @w2 Меня кто-нибудь слышит?",,
dialogue_GSWu4,I never understood how that could even happen.,"Я никогда не понимал, как это могло даже произойти.",,
dialogue_8QqwW,Close,Закрыть,,
