txt_e8mim,Follow the red string,Следуйте за красными огнями,,
txt_mKq0u,Follow the red lights,Следуйте за красными огнями,,
txt_4OIJq,Follow the red string,Следуйте за красными огнями,,
txt_OuS4a,A subterranean facility? \n\nWhat are these Zirax and creatures doing down here?,Подземная фабрика? \n\nЧто Зиракс и эти существа делают тут?,,
txt_SqCa8,Follow the red lights,Следуйте за красными огнями,,
txt_SOS4i,Follow the red lights,Следуйте за красными огнями,,
txt_iui0m,Definitely not a military compound. \n\nSome sort of a ... temple? An ancient worshiping place?,Определенно не военное строение. \n\nЧто-то вроде .. храма? Древнее место поклонения?,,
txt_ueCCW,Powers of the Past,Силы прошлого,,
txt_W8W0e,Follow the red lights,Следуйте за красными огнями,,
txt_cuI1S,Follow the red lights,Следуйте за красными огнями,,
txt_KxSA4,[c][00ffff][IDA] [-][/c]I am reading extremely high energy fluctuations ... and ... someone is trying to access my databases!\n\n The info I managed to decode has some ... interesting implications.,"[c][00ffff][ВИКА][-][/c] Я фиксирую чрезвычайно высокие колебания энергии .. и .. кто-то пытается получить доступ к моим базам данных!\n\n Информация, которую мне удалось расшифровать, имеет некоторые .. интересные последствия.",,
txt_uS8Gu,Powers of the Past,Силы прошлого,,
txt_0Ci0C,Enter the AI Core,Войдите в Ядро ИИ,,
txt_Oq8GG,Investigate room,Исследовать комнату,,
txt_Smm0O,Investigate what lies ahead,"Исследуй, что ждет впереди",,
txt_PW4m0,[c][00ffff][IDA][-][/c] The information we got indicates this is part of an ancient station ... of the so-called [c][ffffff]Talon-Zirax Assembly[-][/c]!\n\nWhat lies in front of you seems to be one of the sections with the AI core and some databases.,"[c][00ffff][IDA][-][/c] Судя по полученной нами информации, это часть древней станции... так называемой [c][ffffff]Talon-Zirax Assembly[-][/c]!\n\nТо, что лежит перед тобой, похоже, одна из секций с ядром ИИ и некоторыми базами данных.",,
txt_e4m8e,Powers of the Past,Силы прошлого,,
txt_jU8qq,Talk to the AI,Поговорите с ИИ,,
txt_qna0i,Activate the AI and gather all available data,Активируйте ИИ и соберите все доступные данные.,,
txt_GKiFO,Powers of the Past,Силы прошлого,,
txt_6iagq,Check Panel 1,Проверьте панель 1,,
txt_umqee,Read carefully,Читайте внимательно,,
txt_GoCM4,[c][00ffff][IDA][-][/c] I am receiving a data stream with blueprints of the weapon described on the panel!,"[c][00ffff][ВИКА][-][/c] Я получаю поток данных с чертежами оружия, описанного на панели!",,
txt_aeiCe,Check Panel 2,Проверьте панель 2,,
txt_i4Guq,Read Carefully,Читайте внимательно,,
txt_SCSmS,"[c][00ffff][IDA] [-][/c]I am receiving a secondary data stream. \n\nAgain, all construction details of the weapon described on the panel!","[c][00ffff][ВИКА][-][/c] Я получаю вторичный поток данных. \n\nОпять, все детали конструкции оружия описаны на панели!",,
txt_mWaSG,Check Panel 3,Проверьте панель 3,,
txt_7heK4,Read carefully,Читайте внимательно,,
txt_u08OS,IDA? I have a strong feeling that this information might change everyone's understanding of what happens here in Andromeda.\n\nWe should [c][fbff00]head back to Sectioner32[-][/c] and deliver these schematics.,"ИИ? У меня сильное чувство, что эта информация может изменить всеобщее понимание того, что происходит здесь, на Андромеде.\n\nМы должны [c][fbff00]отправиться обратно в Sectioner32[-][/c] и доставить эти схемы.",,
txt_W0Kmi,Debriefing,Разбор полетов,,
txt_iGqCq,Talk to Sectioner32,Поговорите с Sectioner32,,
txt_iSEqu,Go to the mine shaft,Отправляйся в шахту,,
txt_40qCS,Fly to Mining Facility,Летите к шахте,,
txt_K48Ca,Go to Polaris Asteroid Mining Station. The station can be found in the [c][fbff00]asteroid belt[-][/c] in this system!,Отправляйтесь на Станцию астероидной добычи Полярис. Станцию можно найти в [c][fbff00]поясе астероидов[-][/c] этой системы!,,
txt_80Oeg,Meet Sectioner32,Познакомьтесь с Sectioner32,,
txt_i8mWG,Meet Sectioner32,Познакомьтесь с Sectioner32,,
acttitleEpsilonA,Epsilon Base,База Epsilon,,
actdescConquerAS,"Defeat an alien faction base by destroying the core! Notice: You must use projectile weapons to destroy its core - you cannot use explosives (e.g. rocket launcher, explosive device, etc)","Захватите базу пришельцев, уничтожив её ядро и заменив его своим! Примечание: Вы должны использовать пулевое оружие для уничтожения ядра - не используйте взрывчатку (гранатомет, закладываемые заряды и т.п.)",,
acttitleXenuO,Xenu Base,База Xenu,,
acttitleGhostRM,Ghyst Base,База Ghyst,,
acttitleRados,Rados Base,База Rados,,
chptitleMiningC,Mining Corp,Добывающая корпорация,,
chpdescMiningC,Preparing an Assault means preparing the Basics. And the Basics require various types of ore. Prepare your team and let's go!,Подготовка штурма означает подготовку Основ. А для Основ требуются различные типы руды. Подготовь свою команду и вперёд!,,
tasktitleMiningCo,Mining Corp,Добывающая корпорация,,
acttitlePromMC,1000 Promethium Ore,1000 прометиевой руды,,
actdescPromMC,Mine 1000 Promethium Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,Добыть 1000 прометиевой руды. Покупка на рынке или наличие ее в инвентаре не завершает эту миссию!,,
acttitleMagMC,1000 Magnesium Ore,1000 магниевой руды,,
actdescMagMC,Mine 1000 Magnesium Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,Добыть 1000 магниевых руд. Покупка на рынке или наличие её в инвентаре не завершает эту миссию!,,
acttitleCobaltMC,1000 Cobalt Ore,1000 кобальтовой руды,,
actdescCobaltMC,Mine 1000 Cobalt Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,Добыть 1000 кобальтовых руд. Покупка на рынке или наличие её в инвентаре не завершает эту миссию!,,
acttitleSathMC,500 Sathium Ore,500 сатиевой руды,,
actdescSathMC,Mine 500 Sathium Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,Добыть 500 сатиевых руд. Покупка на рынке или наличие её в инвентаре не завершает эту миссию!,,
acttitleNeoMC,500 Neodymium Ore,500 неодимовой руды,,
actdescNeoMC,Mine Neodymium Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,Добыть неодимовую руду. Покупка на рынке или наличие её в инвентаре не завершает эту миссию!,,
chptitleGasStation,Gas Station,Заправочная станция,,
chpdescGasStation,Your team's battleships will need a lot of fuel for flying around and maybe a few Pentaxid warp crystals for traveling to other planets. Now it is the time to refuel and restock!,"Линкоры вашей команды нуждаются в огромном количестве топлива, чтобы летать. И, возможно, в небольшом количестве пентаксида, чтобы путешествовать к другим планетам. Время заправится и пополнить запасы!",,
tasktitleGStation,Gas Station,Заправочная станция,,
acttitleGSlfp,Craft 1000 Large Fuel Packs,Сделайте 1000 больших топливных ячеек,,
actdescGSlfp,Craft 1000 Large Fuel Packs. You'll need to mine or acquire 2500 Promethium Ore.,Сделайте 1000 больших топливных ячеек. Вам понадобится добыть или купить 2500 прометиевой руды.,,
acttitleGSpenta,Craft 100 (raw) Pentaxid,Создать 100 (необработанных) пентаксидов,,
actdescGSpenta,Craft 100 (raw) Pentaxid. You'll need to mine or acquire 100 (raw) Pentaxid.,Создай 100 (необработанных) пентаксидов. Тебе нужно будет добыть или приобрести 100 (raw) Pentaxid.,,
chptitlePfBMedi,Prepare for Battle MEDICAL,Подготовьте МЕДИЦИНУ для боя,,
chpdescPfBMedi,Get prepared for Bullets and Bites! Your team should always carry essential medical supplies in their backpacks for use in bad situations.,Будь готов к пулям и укусам! Твоя команда должна всегда носить в рюкзаках необходимые медицинские средства для использования в плохих ситуациях.,,
tasktitlePfBMedical,Medical Preps,Медикаменты,,
acttitleHealthPack,15x Health Pack,15 шт Комплектов оздоровления,,
acttitleTraumaKit,10x Trauma Kit,10 шт Комплектов от травм,,
acttitleDetoxKit,10x Detox Kit,10 шт Комплектов детоксикации,,
acttitleDeconKit,5x Decontamination Kit,5 шт Комплектов дезактивации,,
actdescDoctorsJournal,"For more Info about Status Effects, diseases, and how to cure them, please read the DOCTOR'S JOURNAL in the Empyriopedia (F1)","Для получения дополнительной информации о статусных эффектах, заболеваниях и способах их лечения, пожалуйста, прочитайте Журнал врача в Эмпириопедии (F1)",,
chptitlePfBSupport,Prepare for Battle LIFE SUPPORT,Подготовьте ЖИЗНЕОБЕСПЕЧЕНИЕ для боя,,
chpdescPfBSupport,"Your group has all its Ammo and Medical Supplies - but what if the battle takes longer than expected? Having some durable, less-perishable food and emergency oxygen in your backpack may mean the difference between success and failure earlier than you might expect!","У твоей группы есть все патроны и медикаменты - но что, если сражение затянется дольше, чем ожидалось? Наличие в рюкзаке некоторого количества прочной, менее скоропортящейся пищи и аварийного кислорода может означать разницу между успехом и поражением раньше, чем ты можешь ожидать!",,
tasktitlePfBSupp,Life Support,Жезнеобеспечение,,
acttitlePfBcannM,Cook 5x Canned Meat,Приготовьте 5 шт мясных консерв,,
actdescPfBcannM,Cook 5x Canned Meat in the Food Processor.,Приготовьте 5 шт мясных консерв в пищевом процессоре.,,
acttitlePfBcannV,Cook 5x Canned Vegetables.,Приготовьте 5 шт овощных консерв,,
actdescPfBcannV,Cook 5x Canned Vegetables in the Food Processor.,Приготовьте 5 шт овощных консерв в пищевом процессоре.,,
chptitleRaidApoi,Defeat Alien POIs,Захватите ТИ Чужих,,
chpdescRaidApoi,Is your Group well prepared? Then go ahead and raid some well-defended Bases of the Alien factions! Can you keep up with them?,Твоя группа хорошо подготовлена? Тогда отправляйся вперед и соверши набег на хорошо защищенные базы чужих фракций! Сможешь ли ты не отстать от них?,,
tasktitleRaidAlienP,Defeat Alien POIs,Захватите ТИ Чужих,,
txt_aqKi4,The Crashed Bird,Разбившаяся птица,,
txt_mquK8,Sienna (Snow Planet),Sienna (Snow Planet),,
txt_40Oii,Find Wreckage,Найдите обломки,,
txt_gqiqS,It seems the Titan has broken into several parts...,"Кажется, Титан разбился на несколько частей..",,
txt_aK8GK,The Titan,ТИТАН,,
txt_K0G4L,IDA,ВИКА,,
txt_qSGWG, - -,---,,
txt_e8SO0,Wreckage,Обломки,,
txt_KqweK,Me,Me,,
txt_oSCGW, - -,---,,
txt_m0Kg2,Knock Knock,Тук Тук,,
txt_aCmG4,Find Outpost,Найдите форпост,,
txt_mmuqG,Approach the COM ARRAY. Make sure to clear the area before going inside.,"Подойдите к СТАНЦИИ СВЯЗИ. Обязательно зачистите место, прежде чем входить внутрь.",,
txt_miS0G,[c][00ffff][IDA][-][/c] Get us close to a [c][ffff00]station console[-][/c] so I can have a look in their database.,[c][00ffff][ВИКА][-][/c] Подойди ближе к [c][ffff00]консоли станции[-][/c] чтобы я смогла взглянуть на их базу данных.,,
txt_COWWC,Access Console,Получите доступ к консоли,,
txt_0mqem,Go inside and approach the marked console.,Войдите внутрь и подойдите к отмеченной консоли.,,
txt_mCOO4,Knock Knock,Тук Тук,,
txt_0SSe4,Radar Station,Радарная станция,,
txt_O5Sa2,Core Room,Комната Ядра,,
txt_KC00K,Find the core room.,Найдите комнату с ядром.,,
txt_uC4qG,Radar Station,Радарная станция,,
txt_4a0q8,Teleporter,Телепорт,,
txt_4GCm4,There is another teleporter in this station. You need to find it. Look for a GREEN room and signs that indicate authorized access only.,"На этой станции есть еще один телепорт. Тебе нужно его найти. Ищите ЗЕЛЕНУЮ комнату и знаки, указывающие только на авторизованный доступ.",,
txt_4AKKS,Knock Knock,Тук Тук,,
txt_miQae,Mainframe,Мэйнфрейм,,
txt_qS8a0,Arrival,Прибытие,,
txt_OuGei,The Mainframe is hovering over the ground. The teleporter brings you back to the Radar Station entry room. From there you can teleport back to the COM Station.,Мэйнфрейм завис над землей. Телепортатор возвращает тебя во входную комнату Радарной станции. Оттуда ты можешь телепортироваться обратно на COM-станцию.,,
txt_4OuSS,[c][00ffff][IDA][-][/c] Seems like that station has taken a beating already. \n\nLocate the [c][ffff00]main access switch and pull it[-][/c] to release the info.,"[c][00ffff][IDA][-][/c] Похоже, эта станция уже приняла на себя удар. \n\nНайди [c][ffff00]главный переключатель доступа и потяни его[-][/c], чтобы высвободить информацию.",,
txt_S8SGC,Mainframe,Мэйнфрейм,,
txt_SS408,Release Info,Освободите информацию,,
txt_aCi4O,Find the lever and pull it to release the blocked message.,"Найдите рычаг и потяните его, чтобы освободить заблокированное сообщение.",,
pda_Y8eaV,Find and access the console on the bridge. \nCheck the containers for valuable loot.,Найти и получить доступ к консоли на мостике. \nПроверьте контейнеры на предмет ценной добычи.,,
pda_8KCWw,[c][00ffff][IDA][-][/c] You should make a [c][fbff00]fly-by on all three parts[-][/c] for a better scan result.\n\n[c][fbff00]150m[-][/c] should be enough.,[c][00ffff][ВИКА][-][/c] Вы должны [c][fbff00]пролететь над всеми тремя участками[-][/c] для лучшего результата сканирования.\n\n[c][fbff00]150м[-][/c] должно хватить.,,
pda_K7Gma,The Titan,ТИТАН,,
pda_cq0em,The Titan,ТИТАН,,
pda_SGu0q,Me,Me,,
pda_SaiO4,Me,Me,,
pda_OCieK, - -,---,,
pda_GC8Qe,IDA? Any scanning results?,ВИКА? Есть результаты сканирования?,,
pda_iqu8r,[c][00ffff][IDA][-][/c] Not yet.,[c][00ffff][ВИКА][-][/c] Еще нет.,,
pda_uuKKG, - -,---,,
pda_S8GOe,I am afraid we can't expect the Zirax to have left anything for us to find.,"Боюсь, мы не можем ожидать, что Зиракс позволит нам что-нибудь найти.",,
pda_QOuu8,Wreckage,Обломки,,
pda_qO4Gu,Wreckage,Обломки,,
pda_JKiiK,Me,Me,,
pda_We448, - -,---,,
pda_eYkYG,[c][00ffff][IDA][-][/c] There are some ... secret technical details of the construction they might have not found.,"[c][00ffff][IDA][-][/c] Есть некоторые ... секретные технические детали конструкции, которые они могли не найти.",,
pda_GSGSq,IDA,ВИКА,,
pda_eGmWG, - -,---,,
pda_eGaWa,"Secrets, you say?","Секреты, говоришь?",,
pda_q4Wig,Wreckage,Обломки,,
pda_GeWe8,Me,Me,,
pda_qeNGG,Is there possibly more you can tell me?,"Возможно, ты можешь рассказать мне больше?",,
pda_ue4uw, - -,---,,
pda_Ge64S,Wreckage,Обломки,,
pda_gma4W,Me,Me,,
pda_I0meS, - -,---,,
pda_K8WO8,"[c][00ffff][IDA][-][/c] Sure.. I am.. wait..Commander, I do not .. there is a .. please wait .. a signal .. has activated a ..","[c][00ffff][ВИКА][-][/c] Конечно.. Я.. подождите..Командир, я не .. там .. пожалуйста, подождите .. сигнал .. активирован ..",,
pda_0em5i,Wreckage,Обломки,,
pda_gaCGs,Wreckage,Обломки,,
pda_0qGq4,IDA,ВИКА,,
pda_upWSq,Me,Me,,
pda_o0iCm, - -,---,,
pda_C4C88,IDA ?,ВИКА ?,,
pda_MKK0Y,IDA! Status report!,ВИКА! Статус!,,
pda_040Wa, - -,---,,
pda_KeCKC,Wreckage,Обломки,,
pda_emC08,Wreckage,Обломки,,
pda_8mmO4,Me,Me,,
pda_4SWK0,IDA,ВИКА,,
pda_4YmaC, - -,---,,
pda_qo0qK,[c][00ffff][IDA][-][/c] .. failed .. wave .. protocol .. black .. find override code .. console!,[c][00ffff][IDA][-][/c] ... не удалось ... волна ... протокол ... черный ... найти код переопределения ... консоль!,,
pda_Sm8i0, - -,---,,
pda_SB0GS,Wreckage,Обломки,,
pda_4e00q,Wreckage,Обломки,,
pda_kCG0K,Me,Me,,
pda_Oiq4i,IDA,ВИКА,,
pda_aie8q,[c][00ffff]< Integrated Data Assistant .. remote access detected >[-][/c],[c][00ffff]< Виртуальный Интегрированный Компьютерный Ассистент .. Обнаружен удаленный доступ >[-][/c],,
pda_KmWuC,[c][00ffff]< Integrated Data Assistant .. emergency shutdown >[-][/c],[c][00ffff]< Виртуальный Интегрированный Компьютерный Ассистент .. аварийное выключение >[-][/c],,
pda_Cuut0,Wreckage,Обломки,,
pda_GWOO8,IDA,ВИКА,,
pda_4uKCi,Find which code? Console? Where?,Найти какой код? Консоль? Где?,,
pda_eCWmq, - -,---,,
pda_0SQCC,Wreckage,Обломки,,
pda_O48lK,Me,Me,,
pda_EaHO4, - -,---,,
pda_i08ei,IDA!!,ВИКА!!,,
pda_0Cmc6, - -,---,,
pda_auuWK, - -,---,,
pda_uS8u8,Wreckage,Обломки,,
pda_4eMm4,Me,Me,,
pda_eWqum, - -,---,,
pda_ue0H4,Wreckage,Обломки,,
pda_K0u02,Me,Me,,
pda_KGnk4, - -,---,,
pda_GuKKC,Great.,Отлично.,,
pda_iOmaS,"... finding a [c][ffff00]code[-][/c] in a [c][ffff00]maintenance console[-][/c] in a wreckage, after more than a year of the enemy tearing it apart ...",".. найдите [c][ffff00]код[-][/c] в [c][ffff00]консоли обслуживания[-][/c] в обломках, после того, как больше года назад, враг разорвал его на части ..",,
pda_W8aAK,This whole expedition is absolutely doomed ...,Вся эта экспедиция абсолютно обречена ..,,
pda_S8Sua,Maintenance Console,Консоль обслуживания,,
pda_aOi00,Find Token Consoles,Найдите Токен Консоли,,
pda_Wa4wq,Override Code,Код отмены,,
pda_SOW80,Radar Station,Радарная станция,,
pda_WWqOZ,Find and Access,Найдите и получите доступ,,
pda_OSeKa,"Find the maintenance console (colored yellow/orange) in the center of the front part of the TITAN wreckage!\n\nNote: You can re-read the logs by facing the maintenance console, and pressing F or in the Empyriopedia/Journeybook!","Найди консоль технического обслуживания (окрашена в жёлтый/оранжевый цвет) в центре передней части обломков TITAN!\n\nПримечание: Ты можешь перечитать журналы, стоя перед консолью технического обслуживания и нажав F или в Эмпириопедии/Журнале!",,
pda_C4W8q,TITAN Front,Нос ТИТАНа,,
pda_CW00O,There is one console in each wreckage. The position is marked on your HUD. \n\nNote: You can re-read the logs in the Empyriopedia/Journeybook!,В каждом обломке есть по одной консоли. Их расположение отмечено на твоем HUD. \n\nПримечание: Ты можешь перечитать журналы в Empyriopedia/Journeybook!,,
pda_a8CaK,Go to bridge,Отправляйтесь на мостик,,
pda_uCKaG,Find Command Console,Найти командную консоль,,
pda_SaauK,The command console is marked on our HUD.\n\nNote: You can re-read the logs by facing the maintenance console and pressing F or in the Empyriopedia/Journeybook!,"Командная консоль отмечена на нашем HUD.\n\nNПримечание: Ты можешь перечитать журналы, стоя лицом к консоли обслуживания и нажав F или в Empyriopedia/Journeybook!",,
pda_OiaaG,"So, of course, these codes are distributed over the Titan. \n[c][ffff00][-][/c]\n[c][ffff00]One in each wreckage[-][/c] no doubt.","Ну конечно, эти коды распределены по Титану. \nИ конечно, [c][ffff00]по одному в каждом обломке[-][/c].",,
pda_Kmoaq,Go up to the bridge.,Поднимитесь на мостик.,,
pda_me44C,Secret Entrance,Секретный вход,,
pda_W0GKb,The teleporter is located up the elevator. Use it to proceed with the mission.,"Телепортер находится наверху лифта. Используйте его, чтобы продолжить миссию.",,
pda_mqWmW,[c][00ffff][IDA][-][/c] You need to find the [c][fbff00]core room[-][/c]. Any info should be stored there!,[c][00ffff][IDA][-][/c] Тебе нужно найти [c][fbff00]core room[-][/c]. Любая информация должна храниться там!,,
pda_qWeeu,Pull lever,Потяните рычаг,,
pda_CGK0q,"[c][00ffff][IDA][-][/c] The station computer had some interesting info. The Radar Site is heavily defended, but there is a teleporter set up as a side entrance in one of the perimeter stations ... RIGHT HERE! \n[c][fbff00][-][/c]\n[c][fbff00]Find the teleporter and use it![-][/c]","[c][00ffff][IDA][-][/c] В компьютере станции была интересная информация. Радарная площадка сильно защищена, но на одной из станций периметра есть телепортатор, устроенный как боковой вход... ПРЯМО ЗДЕСЬ! \n[c][fbff00][-][/c]\n[c][fbff00]Найди телепорт и используй его![-][/c]",,
pda_W600C,Pull the lever on the wall in the Core room.,Потяните рычаг на стене в комнате ядра.,,
pda_e0WqK,[c][ffffff]< Access granted > [-][/c]\n[c][ffffff]\n[-][/c][c][ffffff]Mainframe teleport approved.[-][/c],[c][ffffff]< Доступ получен > [-][/c]\n[c][ffffff]\n[-][/c][c][ffffff]Телепорт мэйнфрейма утвержден.[-][/c],,
pda_8e8eO,"[b][c][00ffff]Chapter 4: A Glacial Grave[-][/c][/b]\n\nGood news is always the best news!\nEnjoy the party, but don't wait for too long.\n\nIt is about time for a trip to the [c][ffffff]snow planet SIENNA[-][/c], to [c][ffffff]find the wreckage of the TITAN[-][/c] and stir up some icy dust \n\n[i]Location: Sienna; Ellyon System (Starter System)[/i]\n\n[i]---[/i]\n\n[i][c][ff7b00]Problem with the mission?[-][/c] Write an email to [c][ffb875]mission@empyriongame.com[-][/c] or contact us in the forum at [c][ffb875]empyriononline.com[-][/c]![/i]","[b][c][00ffff]Глава 4: A Glacial Grave[-][/c][/b]\n\nХорошие новости - всегда лучшие новости!\nНаслаждайся вечеринкой, но не жди слишком долго. \n\nНастало время отправиться на [c][ffffff]снежную планету SIENNA[-][/c], чтобы [c][ffffff]найти обломки TITAN[-][/c] и взбить немного ледяной пыли \n\n[i]Местонахождение: Sienna; Ellyon System (Starter System)[/i]\n\n[i]---[/i]\n\n[i][c][ff7b00]Проблемы с миссией?[-][/c] Пиши письмо на [c][ffb875]mission@empyriongame.com[-][/c] или обращайся к нам на форуме по адресу [c][ffb875]empyriononline.com[-][/c]![/i]",,
